epoch,d_loss,g_loss,D(x),D(G(z))
1,0.4936164617538452,3.3574869632720947,0.8548072576522827,0.08443265408277512
2,0.6332739591598511,2.6880855560302734,0.7724846005439758,0.159427672624588
3,0.44475439190864563,2.999239206314087,0.846204936504364,0.14419150352478027
4,0.3321324586868286,2.168250799179077,0.9351167678833008,0.19928014278411865
5,0.6821734309196472,1.918694257736206,0.769616961479187,0.20049747824668884
6,0.6268608570098877,1.8880751132965088,0.8018304109573364,0.26254940032958984
7,1.1247210502624512,1.621173620223999,0.6972144842147827,0.35524284839630127
8,1.2100670337677002,1.3739962577819824,0.594574511051178,0.3707696795463562
9,0.973953366279602,1.12579345703125,0.7074829339981079,0.39557933807373047
10,1.1224716901779175,0.9728496074676514,0.6323237419128418,0.43356218934059143
11,0.966133177280426,1.3837769031524658,0.6380395293235779,0.3236843943595886
12,0.9608389139175415,1.1212029457092285,0.6650206446647644,0.36758047342300415
13,1.1144585609436035,0.9515180587768555,0.5872725248336792,0.39569535851478577
14,1.351050615310669,0.929674506187439,0.5128760933876038,0.4393599331378937
15,1.2541879415512085,0.9784359931945801,0.5488242506980896,0.4270777702331543
16,0.9948806762695312,1.1122932434082031,0.6260462403297424,0.3658587634563446
17,1.2629024982452393,0.9623985290527344,0.5678654313087463,0.42485982179641724
18,1.4393599033355713,0.8246430158615112,0.5624513030052185,0.49589645862579346
19,1.3768128156661987,0.9867874383926392,0.5497345924377441,0.4751274883747101
20,1.443678617477417,0.8619000315666199,0.5115076303482056,0.4851883351802826
21,1.5406196117401123,0.8558195233345032,0.4967647194862366,0.47144097089767456
22,1.393150806427002,1.1873841285705566,0.521490752696991,0.3835470378398895
23,1.4803904294967651,0.873371958732605,0.48676279187202454,0.4527955651283264
24,1.0212112665176392,1.0524659156799316,0.6492515802383423,0.39480942487716675
25,1.2748780250549316,0.923781156539917,0.5756827592849731,0.450837641954422
26,1.1931746006011963,0.9007136821746826,0.5823226571083069,0.44081711769104004
27,1.1789343357086182,0.8654841184616089,0.6003406643867493,0.4551147222518921
28,0.9783174991607666,1.226477861404419,0.6455593109130859,0.3706144094467163
29,1.1531076431274414,1.1474905014038086,0.6026184558868408,0.38200250267982483
30,1.3125373125076294,1.0089211463928223,0.4812539219856262,0.38685280084609985
31,1.048743486404419,1.090027928352356,0.6162340641021729,0.37613171339035034
32,1.185746192932129,1.1552952527999878,0.5264490246772766,0.3635253608226776
33,1.0401196479797363,1.3812956809997559,0.5985291004180908,0.32335367798805237
34,1.3410706520080566,0.8828981518745422,0.5246407389640808,0.45965656638145447
35,1.4792519807815552,0.7967401146888733,0.5252063274383545,0.49028050899505615
36,1.489626169204712,0.7959994077682495,0.4706196188926697,0.46999210119247437
37,1.2000008821487427,0.884491503238678,0.5410089492797852,0.42538928985595703
38,1.3132084608078003,0.8150896430015564,0.5471416115760803,0.47526514530181885
39,1.536107063293457,1.141207218170166,0.476554811000824,0.4354778230190277
40,1.3258485794067383,0.848218560218811,0.529164731502533,0.4780786633491516
41,1.569834589958191,0.9853050708770752,0.43436098098754883,0.4457629323005676
42,1.3771413564682007,0.8446948528289795,0.5252730250358582,0.46215736865997314
43,1.2877795696258545,0.8721860647201538,0.5298711657524109,0.44342219829559326
44,1.1431605815887451,1.0418243408203125,0.6713394522666931,0.44094663858413696
45,1.394340991973877,0.7782121896743774,0.5341606140136719,0.4932578504085541
46,1.2877460718154907,0.9011704921722412,0.5140630602836609,0.4362260699272156
47,1.3024849891662598,0.8123366832733154,0.5540415644645691,0.4695459008216858
48,1.0181779861450195,1.4534106254577637,0.6171215772628784,0.32286566495895386
49,1.331247329711914,0.7692170739173889,0.5477526187896729,0.49155086278915405
50,1.2942302227020264,0.7384845018386841,0.5467702150344849,0.4881144165992737
